panel_id,camera,rel_path,exists,status,raw_shape,visual_shape,model,temp_min,temp_max,error
P10,IR1,P10-ACB&MCCB반/A1_B1_P10_2022-06-17_IR1_00009.jpg,True,OK,320x240,640x480,FLIR E8,22.1,29.9,
P10,IR1,P10-ACB&MCCB반/A1_B1_P10_2022-05-12_IR1_00044.jpg,True,OK,320x240,640x480,FLIR E8,19.7,41.3,
P10,IR1,P10-ACB&MCCB반/A1_B1_P10_2022-05-12_IR1_00043.jpg,True,OK,320x240,640x480,FLIR E8,19.6,40.6,
P10,IR1,P10-ACB&MCCB반/A1_B1_P10_2022-05-12_IR1_00006.jpg,True,OK,320x240,640x480,FLIR E8,20.1,36.1,
P10,IR1,P10-ACB&MCCB반/A1_B1_P10_2022-05-12_IR1_00014.jpg,True,OK,320x240,640x480,FLIR E8,20.4,36.9,
P10,IR1,P10-ACB&MCCB반/A1_B1_P10_2022-05-12_IR1_00025.jpg,True,OK,320x240,640x480,FLIR E8,20.0,37.7,
P10,IR1,P10-ACB&MCCB반/A1_B1_P10_2022-05-12_IR1_00007.jpg,True,OK,320x240,640x480,FLIR E8,19.6,33.3,
P10,IR2,P10-ACB&MCCB반/A1_B1_P10_2022-07-19_IR2_00480.jpg,True,FAIL,,,,,,ValueError: FLIR APP1 세그먼트 없음 (방사 데이터 미포함 파일)
P10,IR2,P10-ACB&MCCB반/A1_B1_P10_2022-07-19_IR2_00841.jpg,True,FAIL,,,,,,ValueError: FLIR APP1 세그먼트 없음 (방사 데이터 미포함 파일)
P10,IR2,P10-ACB&MCCB반/A1_B1_P10_2022-07-19_IR2_02049.jpg,True,FAIL,,,,,,ValueError: FLIR APP1 세그먼트 없음 (방사 데이터 미포함 파일)
P10,IR2,P10-ACB&MCCB반/A3_B2_P10_2022-07-15_IR2_02338.jpg,True,FAIL,,,,,,ValueError: FLIR APP1 세그먼트 없음 (방사 데이터 미포함 파일)
P10,IR2,P10-ACB&MCCB반/A2_B1_P10_2022-07-11_IR2_5_01701.jpg,True,FAIL,,,,,,ValueError: FLIR APP1 세그먼트 없음 (방사 데이터 미포함 파일)
P10,IR2,P10-ACB&MCCB반/A1_B3_P10_2022-07-19_IR2_00977.jpg,True,FAIL,,,,,,ValueError: FLIR APP1 세그먼트 없음 (방사 데이터 미포함 파일)
P10,IR2,P10-ACB&MCCB반/A3_B2_P10_2022-07-15_IR2_00278.jpg,True,FAIL,,,,,,ValueError: FLIR APP1 세그먼트 없음 (방사 데이터 미포함 파일)
